customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_total,segment
CUST_25470,7,8,7660.34,5,3,4,12,Loyal
CUST_25471,55,10,5254.93,3,4,3,10,Loyal
CUST_25472,96,7,4935.93,2,2,3,7,At Risk
CUST_25473,124,10,8038.38,2,4,5,11,Loyal
CUST_25474,57,10,11007.01,3,4,5,12,Loyal
CUST_25475,50,8,4988.72,3,3,3,9,At Risk
CUST_25476,1,7,4979.06,5,2,3,10,Loyal
CUST_25477,260,4,2782.51,1,1,1,3,Lost
CUST_25478,25,12,7596.51,4,5,4,13,Champions
CUST_25479,203,7,6299.98,1,2,4,7,At Risk
CUST_25480,183,4,3218.03,1,1,1,3,Lost
CUST_25481,17,6,4345.81,5,2,2,9,At Risk
CUST_25482,109,6,6044.31,2,2,4,8,At Risk
CUST_25483,75,7,4150.27,3,2,2,7,At Risk
CUST_25484,12,10,7297.42,5,4,4,13,Champions
CUST_25485,64,6,5220.1,3,2,3,8,At Risk
CUST_25486,20,7,5849.92,5,2,3,10,Loyal
CUST_25487,14,10,5945.45,5,4,3,12,Loyal
CUST_25488,75,8,3543.88,3,3,2,8,At Risk
CUST_25489,117,7,4397.92,2,2,2,6,Lost
CUST_25490,38,9,8061.37,4,4,5,13,Champions
CUST_25491,36,8,2717.78,4,3,1,8,At Risk
CUST_25492,50,11,7916.73,3,5,5,13,Champions
CUST_25493,31,8,5905.71,4,3,3,10,Loyal
CUST_25494,17,7,3911.27,5,2,2,9,At Risk
CUST_25495,5,5,1763.24,5,1,1,7,At Risk
CUST_25496,187,10,5411.32,1,4,3,8,At Risk
CUST_25497,98,5,3364.56,2,1,1,4,Lost
CUST_25498,11,10,8019.25,5,4,5,14,Champions
CUST_25499,9,10,8617.0,5,4,5,14,Champions
CUST_25500,10,14,10472.57,5,5,5,15,Champions
CUST_25501,141,13,6762.89,2,5,4,11,Loyal
CUST_25502,29,6,3894.08,4,2,2,8,At Risk
CUST_25503,105,9,6809.56,2,4,4,10,Loyal
CUST_25504,38,10,7690.5,4,4,5,13,Champions
CUST_25505,185,3,2054.39,1,1,1,3,Lost
CUST_25506,119,7,3273.84,2,2,1,5,Lost
CUST_25507,28,8,5330.52,4,3,3,10,Loyal
CUST_25508,2,9,6122.1,5,4,4,13,Champions
CUST_25509,34,5,4847.91,4,1,3,8,At Risk
CUST_25510,118,10,9928.47,2,4,5,11,Loyal
CUST_25511,48,8,4695.65,3,3,2,8,At Risk
CUST_25512,87,12,7820.56,2,5,5,12,Loyal
CUST_25513,128,7,4471.48,2,2,2,6,Lost
CUST_25514,148,13,7120.57,2,5,4,11,Loyal
CUST_25515,317,4,3325.74,1,1,1,3,Lost
CUST_25516,113,2,1273.36,2,1,1,4,Lost
CUST_25517,38,11,5175.47,4,5,3,12,Loyal
CUST_25518,2,7,6636.52,5,2,4,11,Loyal
CUST_25519,54,11,7931.68,3,5,5,13,Champions
CUST_25520,3,10,5568.58,5,4,3,12,Loyal
CUST_25521,17,11,8686.71,5,5,5,15,Champions
CUST_25522,229,9,8745.78,1,4,5,10,Loyal
CUST_25523,47,6,2281.03,4,2,1,7,At Risk
CUST_25524,313,3,2416.54,1,1,1,3,Lost
CUST_25525,224,8,5087.3,1,3,3,7,At Risk
CUST_25526,35,13,8567.72,4,5,5,14,Champions
CUST_25527,87,9,5137.65,2,4,3,9,At Risk
CUST_25528,298,8,8249.95,1,3,5,9,At Risk
CUST_25529,25,8,2854.62,4,3,1,8,At Risk
CUST_25530,52,8,2731.89,3,3,1,7,At Risk
CUST_25531,40,10,3696.36,4,4,2,10,Loyal
CUST_25532,193,7,4417.29,1,2,2,5,Lost
CUST_25533,92,11,6087.67,2,5,4,11,Loyal
CUST_25534,2,10,3611.61,5,4,2,11,Loyal
CUST_25535,129,10,8926.06,2,4,5,11,Loyal
CUST_25536,109,8,6344.66,2,3,4,9,At Risk
CUST_25537,50,9,6838.01,3,4,4,11,Loyal
CUST_25538,12,6,3567.34,5,2,2,9,At Risk
CUST_25539,85,10,4195.79,2,4,2,8,At Risk
CUST_25540,17,3,1500.98,5,1,1,7,At Risk
CUST_25541,118,3,1285.94,2,1,1,4,Lost
CUST_25542,113,9,7379.82,2,4,4,10,Loyal
CUST_25543,74,10,4482.36,3,4,2,9,At Risk
CUST_25544,84,4,1879.48,3,1,1,5,Lost
CUST_25545,39,10,7060.75,4,4,4,12,Loyal
CUST_25546,116,8,4570.25,2,3,2,7,At Risk
CUST_25547,154,5,4471.28,1,1,2,4,Lost
CUST_25548,1,14,11504.63,5,5,5,15,Champions
CUST_25549,296,6,5194.59,1,2,3,6,Lost
CUST_25550,75,5,2546.28,3,1,1,5,Lost
CUST_25551,26,8,6241.68,4,3,4,11,Loyal
CUST_25552,95,11,5496.75,2,5,3,10,Loyal
CUST_25553,25,6,3431.67,4,2,1,7,At Risk
CUST_25554,126,3,2690.27,2,1,1,4,Lost
CUST_25555,19,2,3357.9,5,1,1,7,At Risk
CUST_25556,192,7,2836.76,1,2,1,4,Lost
CUST_25557,1,5,1667.14,5,1,1,7,At Risk
CUST_25558,19,12,8860.52,5,5,5,15,Champions
CUST_25559,92,11,6901.28,2,5,4,11,Loyal
CUST_25560,408,4,896.45,1,1,1,3,Lost
CUST_25561,182,4,3249.88,1,1,1,3,Lost
CUST_25562,42,7,4367.27,4,2,2,8,At Risk
CUST_25563,31,11,4711.85,4,5,2,11,Loyal
CUST_25564,40,11,7469.31,4,5,4,13,Champions
CUST_25565,188,9,6822.33,1,4,4,9,At Risk
CUST_25566,76,7,6562.09,3,2,4,9,At Risk
CUST_25567,14,11,5680.51,5,5,3,13,Champions
CUST_25568,43,6,2466.96,4,2,1,7,At Risk
CUST_25569,18,9,6776.18,5,4,4,13,Champions
CUST_25570,487,6,4739.47,1,2,2,5,Lost
CUST_25571,141,7,4164.79,2,2,2,6,Lost
CUST_25572,44,9,7644.35,4,4,4,12,Loyal
CUST_25573,36,11,3444.78,4,5,2,11,Loyal
CUST_25574,285,5,4681.04,1,1,2,4,Lost
CUST_25575,149,10,9596.75,1,4,5,10,Loyal
CUST_25576,27,6,5566.29,4,2,3,9,At Risk
CUST_25577,43,5,2139.14,4,1,1,6,Lost
CUST_25578,22,11,6622.27,4,5,4,13,Champions
CUST_25579,104,7,7400.05,2,2,4,8,At Risk
CUST_25580,118,12,8149.01,2,5,5,12,Loyal
CUST_25581,244,5,5086.24,1,1,3,5,Lost
CUST_25582,63,9,5278.98,3,4,3,10,Loyal
CUST_25583,47,5,2128.66,4,1,1,6,Lost
CUST_25584,97,6,4525.44,2,2,2,6,Lost
CUST_25585,184,4,3660.92,1,1,2,4,Lost
CUST_25586,124,10,6308.66,2,4,4,10,Loyal
CUST_25587,164,8,8000.94,1,3,5,9,At Risk
CUST_25588,16,8,6007.77,5,3,3,11,Loyal
CUST_25589,6,15,7418.67,5,5,4,14,Champions
CUST_25590,16,12,8144.32,5,5,5,15,Champions
CUST_25591,2,12,11830.22,5,5,5,15,Champions
CUST_25592,204,8,8571.06,1,3,5,9,At Risk
CUST_25593,37,7,5572.4,4,2,3,9,At Risk
CUST_25594,80,9,8358.97,3,4,5,12,Loyal
CUST_25595,30,7,6362.45,4,2,4,10,Loyal
CUST_25596,16,7,4922.64,5,2,3,10,Loyal
CUST_25597,33,7,2802.0,4,2,1,7,At Risk
CUST_25598,107,9,3955.32,2,4,2,8,At Risk
CUST_25599,13,12,5848.87,5,5,3,13,Champions
CUST_25600,336,5,3063.64,1,1,1,3,Lost
CUST_25601,177,8,9346.35,1,3,5,9,At Risk
CUST_25602,8,8,6666.73,5,3,4,12,Loyal
CUST_25603,44,11,6523.23,4,5,4,13,Champions
CUST_25604,281,5,1104.18,1,1,1,3,Lost
CUST_25605,45,13,10339.55,4,5,5,14,Champions
CUST_25606,28,6,5337.41,4,2,3,9,At Risk
CUST_25607,155,3,2156.06,1,1,1,3,Lost
CUST_25608,74,5,1840.65,3,1,1,5,Lost
CUST_25609,18,8,3582.19,5,3,2,10,Loyal
CUST_25610,191,12,7103.47,1,5,4,10,Loyal
CUST_25611,93,8,5967.79,2,3,3,8,At Risk
CUST_25612,24,12,15672.62,4,5,5,14,Champions
CUST_25613,24,9,5637.97,4,4,3,11,Loyal
CUST_25614,51,12,7996.89,3,5,5,13,Champions
CUST_25615,77,6,4554.86,3,2,2,7,At Risk
CUST_25616,8,4,2323.91,5,1,1,7,At Risk
CUST_25617,109,10,7248.56,2,4,4,10,Loyal
CUST_25618,90,7,3955.38,2,2,2,6,Lost
CUST_25619,8,8,6278.63,5,3,4,12,Loyal
CUST_25620,16,8,6377.59,5,3,4,12,Loyal
CUST_25621,7,8,2321.62,5,3,1,9,At Risk
CUST_25622,40,8,4283.85,4,3,2,9,At Risk
CUST_25623,34,7,6483.74,4,2,4,10,Loyal
CUST_25624,94,10,7130.3,2,4,4,10,Loyal
CUST_25625,92,5,1051.15,2,1,1,4,Lost
CUST_25626,116,8,5177.44,2,3,3,8,At Risk
CUST_25627,73,6,6374.41,3,2,4,9,At Risk
CUST_25628,47,9,4749.77,4,4,2,10,Loyal
CUST_25629,105,14,10604.31,2,5,5,12,Loyal
CUST_25630,373,6,4779.7,1,2,3,6,Lost
CUST_25631,228,5,2215.16,1,1,1,3,Lost
CUST_25632,197,5,2433.76,1,1,1,3,Lost
CUST_25633,62,7,5541.08,3,2,3,8,At Risk
CUST_25634,7,8,6514.79,5,3,4,12,Loyal
CUST_25635,30,10,10635.66,4,4,5,13,Champions
CUST_25636,12,5,5056.16,5,1,3,9,At Risk
CUST_25637,84,11,10632.27,3,5,5,13,Champions
CUST_25638,84,5,4181.52,3,1,2,6,Lost
CUST_25639,81,7,7448.12,3,2,4,9,At Risk
CUST_25640,88,9,6813.58,2,4,4,10,Loyal
CUST_25641,156,6,4425.48,1,2,2,5,Lost
CUST_25642,119,8,5677.55,2,3,3,8,At Risk
CUST_25643,148,6,1698.02,2,2,1,5,Lost
CUST_25644,395,4,3684.83,1,1,2,4,Lost
CUST_25645,63,14,10978.91,3,5,5,13,Champions
CUST_25646,4,8,7069.1,5,3,4,12,Loyal
CUST_25647,113,9,8462.61,2,4,5,11,Loyal
CUST_25648,4,9,6094.64,5,4,4,13,Champions
CUST_25649,16,15,8602.28,5,5,5,15,Champions
CUST_25650,56,6,2530.91,3,2,1,6,Lost
CUST_25651,19,16,12504.68,5,5,5,15,Champions
CUST_25652,61,9,6566.94,3,4,4,11,Loyal
CUST_25653,167,7,3128.95,1,2,1,4,Lost
CUST_25654,60,8,7371.06,3,3,4,10,Loyal
CUST_25655,255,8,6055.14,1,3,4,8,At Risk
CUST_25656,58,14,9525.22,3,5,5,13,Champions
CUST_25657,148,5,3016.42,2,1,1,4,Lost
CUST_25658,92,6,6678.93,2,2,4,8,At Risk
CUST_25659,24,9,6781.26,4,4,4,12,Loyal
CUST_25660,37,4,3708.86,4,1,2,7,At Risk
CUST_25661,29,11,8514.43,4,5,5,14,Champions
CUST_25662,290,6,4621.29,1,2,2,5,Lost
CUST_25663,12,7,7684.68,5,2,5,12,Loyal
CUST_25664,54,8,3376.89,3,3,1,7,At Risk
CUST_25665,48,10,9009.69,3,4,5,12,Loyal
CUST_25666,102,7,4958.73,2,2,3,7,At Risk
CUST_25667,38,9,5951.78,4,4,3,11,Loyal
CUST_25668,82,8,4118.64,3,3,2,8,At Risk
CUST_25669,45,7,3170.21,4,2,1,7,At Risk
CUST_25670,186,8,5400.95,1,3,3,7,At Risk
CUST_25671,87,7,4691.94,2,2,2,6,Lost
CUST_25672,209,5,3446.32,1,1,2,4,Lost
CUST_25673,421,2,618.47,1,1,1,3,Lost
CUST_25674,66,9,7963.45,3,4,5,12,Loyal
CUST_25675,13,11,8288.08,5,5,5,15,Champions
CUST_25676,290,5,5148.9,1,1,3,5,Lost
CUST_25677,243,10,7351.43,1,4,4,9,At Risk
CUST_25678,34,7,6861.62,4,2,4,10,Loyal
CUST_25679,8,11,7594.47,5,5,4,14,Champions
CUST_25680,23,7,6550.89,4,2,4,10,Loyal
CUST_25681,96,8,3741.61,2,3,2,7,At Risk
CUST_25682,295,8,6750.95,1,3,4,8,At Risk
CUST_25683,95,10,5790.07,2,4,3,9,At Risk
CUST_25684,22,9,6170.4,4,4,4,12,Loyal
CUST_25685,5,4,2801.97,5,1,1,7,At Risk
CUST_25686,157,9,4546.08,1,4,2,7,At Risk
CUST_25687,113,5,5522.24,2,1,3,6,Lost
CUST_25688,53,5,3988.86,3,1,2,6,Lost
CUST_25689,84,8,7416.34,3,3,4,10,Loyal
CUST_25690,13,11,9271.96,5,5,5,15,Champions
CUST_25691,38,10,6390.64,4,4,4,12,Loyal
CUST_25692,50,5,7175.61,3,1,4,8,At Risk
CUST_25693,31,12,5203.47,4,5,3,12,Loyal
CUST_25694,173,5,6385.36,1,1,4,6,Lost
CUST_25695,218,7,5535.3,1,2,3,6,Lost
CUST_25696,25,9,3807.23,4,4,2,10,Loyal
CUST_25697,219,3,4453.18,1,1,2,4,Lost
CUST_25698,19,7,3500.1,5,2,2,9,At Risk
CUST_25699,11,7,9489.66,5,2,5,12,Loyal
CUST_25700,71,6,3630.83,3,2,2,7,At Risk
CUST_25701,89,11,8796.66,2,5,5,12,Loyal
CUST_25702,7,4,1985.08,5,1,1,7,At Risk
CUST_25703,34,12,7705.9,4,5,5,14,Champions
CUST_25704,39,10,5883.11,4,4,3,11,Loyal
CUST_25705,12,4,4660.68,5,1,2,8,At Risk
CUST_25706,90,5,3982.68,2,1,2,5,Lost
CUST_25707,17,6,5661.38,5,2,3,10,Loyal
CUST_25708,135,6,3361.14,2,2,1,5,Lost
CUST_25709,3,10,5423.43,5,4,3,12,Loyal
CUST_25710,75,5,1256.49,3,1,1,5,Lost
CUST_25711,82,14,9713.31,3,5,5,13,Champions
CUST_25712,41,9,6491.91,4,4,4,12,Loyal
CUST_25713,147,10,8526.26,2,4,5,11,Loyal
CUST_25714,26,9,6755.0,4,4,4,12,Loyal
CUST_25715,109,7,4934.91,2,2,3,7,At Risk
CUST_25716,53,6,3870.85,3,2,2,7,At Risk
CUST_25717,34,5,4610.09,4,1,2,7,At Risk
CUST_25718,80,8,8670.46,3,3,5,11,Loyal
CUST_25719,13,8,4774.84,5,3,3,11,Loyal
CUST_25720,54,4,3189.49,3,1,1,5,Lost
CUST_25721,29,11,7224.38,4,5,4,13,Champions
CUST_25722,54,8,3380.67,3,3,1,7,At Risk
CUST_25723,96,9,3238.89,2,4,1,7,At Risk
CUST_25724,156,10,9011.35,1,4,5,10,Loyal
CUST_25725,27,6,3875.81,4,2,2,8,At Risk
CUST_25726,31,8,7774.24,4,3,5,12,Loyal
CUST_25727,88,12,8266.61,2,5,5,12,Loyal
CUST_25728,1,8,6826.51,5,3,4,12,Loyal
CUST_25729,94,7,8766.7,2,2,5,9,At Risk
CUST_25730,48,5,3678.88,3,1,2,6,Lost
CUST_25731,229,6,4833.75,1,2,3,6,Lost
CUST_25732,22,10,4212.59,4,4,2,10,Loyal
CUST_25733,306,3,2919.28,1,1,1,3,Lost
CUST_25734,53,6,3824.94,3,2,2,7,At Risk
CUST_25735,137,11,6616.23,2,5,4,11,Loyal
CUST_25736,22,10,7197.12,4,4,4,12,Loyal
CUST_25737,180,9,6762.88,1,4,4,9,At Risk
CUST_25738,23,9,4303.88,4,4,2,10,Loyal
CUST_25739,40,10,6904.08,4,4,4,12,Loyal
CUST_25740,406,4,1625.97,1,1,1,3,Lost
CUST_25741,12,7,5919.34,5,2,3,10,Loyal
CUST_25742,40,10,7406.7,4,4,4,12,Loyal
CUST_25743,43,8,6359.2,4,3,4,11,Loyal
CUST_25744,56,12,9898.18,3,5,5,13,Champions
CUST_25745,253,6,4291.58,1,2,2,5,Lost
CUST_25746,9,6,2872.71,5,2,1,8,At Risk
CUST_25747,29,10,8957.68,4,4,5,13,Champions
CUST_25748,45,5,2510.75,4,1,1,6,Lost
CUST_25749,427,4,3855.57,1,1,2,4,Lost
CUST_25750,93,3,771.87,2,1,1,4,Lost
CUST_25751,96,10,5859.2,2,4,3,9,At Risk
CUST_25752,55,8,5717.54,3,3,3,9,At Risk
CUST_25753,11,12,8402.68,5,5,5,15,Champions
CUST_25754,19,11,8333.44,5,5,5,15,Champions
CUST_25755,123,7,6447.8,2,2,4,8,At Risk
CUST_25756,77,10,7853.12,3,4,5,12,Loyal
CUST_25757,64,8,4922.87,3,3,3,9,At Risk
CUST_25758,3,10,6520.64,5,4,4,13,Champions
CUST_25759,255,4,4696.07,1,1,2,4,Lost
CUST_25760,145,6,4768.54,2,2,2,6,Lost
CUST_25761,44,9,5501.87,4,4,3,11,Loyal
CUST_25762,105,8,5381.64,2,3,3,8,At Risk
CUST_25763,44,8,4466.89,4,3,2,9,At Risk
CUST_25764,6,10,7531.09,5,4,4,13,Champions
CUST_25765,51,5,3133.53,3,1,1,5,Lost
CUST_25766,15,14,14037.4,5,5,5,15,Champions
CUST_25767,28,7,5021.09,4,2,3,9,At Risk
CUST_25768,229,8,5097.55,1,3,3,7,At Risk
CUST_25769,538,2,1808.97,1,1,1,3,Lost
CUST_25770,57,7,5723.31,3,2,3,8,At Risk
CUST_25771,57,4,1165.96,3,1,1,5,Lost
CUST_25772,10,8,6833.39,5,3,4,12,Loyal
CUST_25773,23,11,6516.58,4,5,4,13,Champions
CUST_25774,12,10,8296.17,5,4,5,14,Champions
CUST_25775,98,10,5321.37,2,4,3,9,At Risk
CUST_25776,5,5,3204.03,5,1,1,7,At Risk
CUST_25777,9,9,6026.19,5,4,3,12,Loyal
CUST_25778,229,6,6838.61,1,2,4,7,At Risk
CUST_25779,2,8,6105.3,5,3,4,12,Loyal
CUST_25780,18,9,7382.84,5,4,4,13,Champions
CUST_25781,78,12,7303.6,3,5,4,12,Loyal
CUST_25782,79,9,4358.89,3,4,2,9,At Risk
CUST_25783,13,9,9812.78,5,4,5,14,Champions
CUST_25784,7,6,4372.06,5,2,2,9,At Risk
CUST_25785,184,10,7249.17,1,4,4,9,At Risk
CUST_25786,22,14,10515.98,4,5,5,14,Champions
CUST_25787,36,10,3284.9,4,4,1,9,At Risk
CUST_25788,8,3,3035.96,5,1,1,7,At Risk
CUST_25789,11,8,5869.23,5,3,3,11,Loyal
CUST_25790,149,9,5950.39,1,4,3,8,At Risk
CUST_25791,24,11,8046.42,4,5,5,14,Champions
CUST_25792,6,7,4937.05,5,2,3,10,Loyal
CUST_25793,68,11,5509.23,3,5,3,11,Loyal
CUST_25794,133,9,8497.67,2,4,5,11,Loyal
CUST_25795,14,9,9960.72,5,4,5,14,Champions
CUST_25796,12,3,1306.32,5,1,1,7,At Risk
CUST_25797,122,7,5642.68,2,2,3,7,At Risk
CUST_25798,34,10,8633.09,4,4,5,13,Champions
CUST_25799,19,6,3646.74,5,2,2,9,At Risk
CUST_25800,25,4,2633.05,4,1,1,6,Lost
CUST_25801,90,10,6460.57,2,4,4,10,Loyal
CUST_25802,16,11,4390.15,5,5,2,12,Loyal
CUST_25803,8,8,5177.26,5,3,3,11,Loyal
CUST_25804,94,5,2990.13,2,1,1,4,Lost
CUST_25805,73,7,3088.23,3,2,1,6,Lost
CUST_25806,98,11,12187.04,2,5,5,12,Loyal
CUST_25807,92,10,6618.26,2,4,4,10,Loyal
CUST_25808,15,7,3364.95,5,2,1,8,At Risk
CUST_25809,59,6,3091.35,3,2,1,6,Lost
CUST_25810,103,5,1610.65,2,1,1,4,Lost
CUST_25811,149,9,8414.99,1,4,5,10,Loyal
CUST_25812,36,9,5653.8,4,4,3,11,Loyal
CUST_25813,34,5,2880.53,4,1,1,6,Lost
CUST_25814,666,1,203.6,1,1,1,3,Lost
CUST_25815,15,14,10135.92,5,5,5,15,Champions
CUST_25816,27,8,4178.31,4,3,2,9,At Risk
CUST_25817,25,13,9453.08,4,5,5,14,Champions
CUST_25818,54,6,6019.24,3,2,3,8,At Risk
CUST_25819,223,11,4893.75,1,5,3,9,At Risk
CUST_25820,60,8,6368.44,3,3,4,10,Loyal
CUST_25821,153,7,8367.47,1,2,5,8,At Risk
CUST_25822,35,9,5296.47,4,4,3,11,Loyal
CUST_25823,13,6,6317.17,5,2,4,11,Loyal
CUST_25824,36,9,7794.17,4,4,5,13,Champions
CUST_25825,32,13,7464.28,4,5,4,13,Champions
CUST_25826,50,13,10931.93,3,5,5,13,Champions
CUST_25827,2,13,8079.77,5,5,5,15,Champions
CUST_25828,44,8,3746.14,4,3,2,9,At Risk
CUST_25829,35,6,3115.08,4,2,1,7,At Risk
CUST_25830,9,9,9293.16,5,4,5,14,Champions
CUST_25831,87,10,7446.8,2,4,4,10,Loyal
CUST_25832,17,6,5127.5,5,2,3,10,Loyal
CUST_25833,1,11,8063.58,5,5,5,15,Champions
CUST_25834,64,9,7527.16,3,4,4,11,Loyal
CUST_25835,213,9,7248.13,1,4,4,9,At Risk
CUST_25836,25,8,4860.48,4,3,3,10,Loyal
CUST_25837,122,6,4309.12,2,2,2,6,Lost
CUST_25838,18,7,5913.28,5,2,3,10,Loyal
CUST_25839,217,7,4119.35,1,2,2,5,Lost
CUST_25840,21,7,5529.27,5,2,3,10,Loyal
CUST_25841,58,7,4505.2,3,2,2,7,At Risk
CUST_25842,38,4,2580.52,4,1,1,6,Lost
CUST_25843,201,7,7093.83,1,2,4,7,At Risk
CUST_25844,85,6,7064.78,2,2,4,8,At Risk
CUST_25845,214,6,3451.21,1,2,2,5,Lost
CUST_25846,36,6,6968.75,4,2,4,10,Loyal
CUST_25847,46,2,557.36,4,1,1,6,Lost
CUST_25848,79,8,6897.44,3,3,4,10,Loyal
CUST_25849,70,9,6837.63,3,4,4,11,Loyal
CUST_25850,13,12,8619.99,5,5,5,15,Champions
CUST_25851,282,10,3911.9,1,4,2,7,At Risk
CUST_25852,39,11,6831.02,4,5,4,13,Champions
CUST_25853,110,7,4981.89,2,2,3,7,At Risk
CUST_25854,169,5,4366.21,1,1,2,4,Lost
CUST_25855,19,14,7957.12,5,5,5,15,Champions
CUST_25856,265,1,947.1,1,1,1,3,Lost
CUST_25857,26,6,2936.41,4,2,1,7,At Risk
CUST_25858,18,5,5064.99,5,1,3,9,At Risk
CUST_25859,72,8,2791.62,3,3,1,7,At Risk
CUST_25860,7,10,7764.86,5,4,5,14,Champions
CUST_25861,60,11,6200.16,3,5,4,12,Loyal
CUST_25862,22,5,4997.67,4,1,3,8,At Risk
CUST_25863,19,9,5680.51,5,4,3,12,Loyal
CUST_25864,297,8,3593.28,1,3,2,6,Lost
CUST_25865,316,3,1509.69,1,1,1,3,Lost
CUST_25866,68,7,4970.08,3,2,3,8,At Risk
CUST_25867,126,7,4481.76,2,2,2,6,Lost
CUST_25868,163,6,5059.55,1,2,3,6,Lost
CUST_25869,114,7,4862.26,2,2,3,7,At Risk
CUST_25870,17,8,7350.97,5,3,4,12,Loyal
CUST_25871,226,6,3439.1,1,2,2,5,Lost
CUST_25872,145,14,12356.15,2,5,5,12,Loyal
CUST_25873,137,8,5546.81,2,3,3,8,At Risk
CUST_25874,158,12,9378.03,1,5,5,11,Loyal
CUST_25875,91,17,11862.41,2,5,5,12,Loyal
CUST_25876,128,13,9134.79,2,5,5,12,Loyal
CUST_25877,26,13,10426.22,4,5,5,14,Champions
CUST_25878,104,10,4000.27,2,4,2,8,At Risk
CUST_25879,14,10,7507.02,5,4,4,13,Champions
CUST_25880,38,6,4091.62,4,2,2,8,At Risk
CUST_25881,199,5,4227.5,1,1,2,4,Lost
CUST_25882,93,7,4852.23,2,2,3,7,At Risk
CUST_25883,43,10,6769.35,4,4,4,12,Loyal
CUST_25884,21,11,6615.97,5,5,4,14,Champions
CUST_25885,8,10,6167.23,5,4,4,13,Champions
CUST_25886,246,5,7179.07,1,1,4,6,Lost
CUST_25887,49,19,9996.07,3,5,5,13,Champions
CUST_25888,8,4,1572.32,5,1,1,7,At Risk
CUST_25889,38,10,6071.91,4,4,4,12,Loyal
CUST_25890,241,3,1562.38,1,1,1,3,Lost
CUST_25891,75,10,5364.06,3,4,3,10,Loyal
CUST_25892,553,3,3163.62,1,1,1,3,Lost
CUST_25893,6,13,5595.92,5,5,3,13,Champions
CUST_25894,108,4,1981.17,2,1,1,4,Lost
CUST_25895,276,4,5298.08,1,1,3,5,Lost
CUST_25896,116,10,5039.81,2,4,3,9,At Risk
CUST_25897,49,4,4298.03,3,1,2,6,Lost
CUST_25898,120,10,4624.7,2,4,2,8,At Risk
CUST_25899,8,6,2486.18,5,2,1,8,At Risk
CUST_25900,45,6,3716.42,4,2,2,8,At Risk
CUST_25901,189,6,1713.24,1,2,1,4,Lost
CUST_25902,261,3,2752.48,1,1,1,3,Lost
CUST_25903,21,13,7100.19,5,5,4,14,Champions
CUST_25904,292,7,8771.14,1,2,5,8,At Risk
CUST_25905,100,6,4851.15,2,2,3,7,At Risk
CUST_25906,34,8,6841.38,4,3,4,11,Loyal
CUST_25907,27,8,4161.75,4,3,2,9,At Risk
CUST_25908,264,5,1985.24,1,1,1,3,Lost
CUST_25909,54,7,3110.74,3,2,1,6,Lost
CUST_25910,22,6,5666.79,4,2,3,9,At Risk
CUST_25911,199,7,6318.48,1,2,4,7,At Risk
CUST_25912,48,8,8184.52,3,3,5,11,Loyal
CUST_25913,37,10,4399.29,4,4,2,10,Loyal
CUST_25914,297,6,2312.15,1,2,1,4,Lost
CUST_25915,47,6,3506.47,4,2,2,8,At Risk
CUST_25916,21,6,5403.19,5,2,3,10,Loyal
CUST_25917,41,15,7588.31,4,5,4,13,Champions
CUST_25918,10,16,8501.24,5,5,5,15,Champions
CUST_25919,36,14,9782.97,4,5,5,14,Champions
CUST_25920,163,11,6865.19,1,5,4,10,Loyal
CUST_25921,45,12,4642.76,4,5,2,11,Loyal
CUST_25922,21,13,11679.38,5,5,5,15,Champions
CUST_25923,328,7,5717.14,1,2,3,6,Lost
CUST_25924,21,14,9429.34,5,5,5,15,Champions
CUST_25925,89,9,6899.62,2,4,4,10,Loyal
CUST_25926,152,12,9018.96,1,5,5,11,Loyal
CUST_25927,2,8,7301.45,5,3,4,12,Loyal
CUST_25928,64,14,6403.7,3,5,4,12,Loyal
CUST_25929,128,2,946.27,2,1,1,4,Lost
CUST_25930,35,7,3751.67,4,2,2,8,At Risk
CUST_25931,204,6,4624.27,1,2,2,5,Lost
CUST_25932,54,12,12020.68,3,5,5,13,Champions
CUST_25933,136,8,4997.41,2,3,3,8,At Risk
CUST_25934,24,8,4320.28,4,3,2,9,At Risk
CUST_25935,56,5,4317.09,3,1,2,6,Lost
CUST_25936,43,12,11822.72,4,5,5,14,Champions
CUST_25937,20,14,7856.8,5,5,5,15,Champions
CUST_25938,123,10,5713.01,2,4,3,9,At Risk
CUST_25939,3,9,7369.89,5,4,4,13,Champions
CUST_25940,201,11,8181.93,1,5,5,11,Loyal
CUST_25941,126,5,2586.88,2,1,1,4,Lost
CUST_25942,5,10,7306.09,5,4,4,13,Champions
CUST_25943,174,8,5422.95,1,3,3,7,At Risk
CUST_25944,96,6,8372.2,2,2,5,9,At Risk
CUST_25945,10,12,11289.68,5,5,5,15,Champions
CUST_25946,81,11,6808.62,3,5,4,12,Loyal
CUST_25947,41,3,1687.91,4,1,1,6,Lost
CUST_25948,2,11,7927.62,5,5,5,15,Champions
CUST_25949,129,6,3854.89,2,2,2,6,Lost
CUST_25950,27,10,4956.02,4,4,3,11,Loyal
CUST_25951,11,7,6613.31,5,2,4,11,Loyal
CUST_25952,41,6,4139.77,4,2,2,8,At Risk
CUST_25953,131,7,6952.25,2,2,4,8,At Risk
CUST_25954,251,5,4342.5,1,1,2,4,Lost
CUST_25955,120,14,10416.9,2,5,5,12,Loyal
CUST_25956,31,10,6851.05,4,4,4,12,Loyal
CUST_25957,25,11,7917.19,4,5,5,14,Champions
